sample,specie,Laminar_layer,mCG/CG,mCH/CH,Coverage(%),BroadClass,Subtype
Pool_1292_AD002,Mus_musculus,Superficial,0.74206,0.02492,5.61,Excitatory,mL5-1
Pool_1292_AD006,Mus_musculus,Superficial,0.7399,0.02325,6.07,Excitatory,mL2/3
Pool_1292_AD008,Mus_musculus,Deep,0.75504,0.02583,5.75,Excitatory,mDL-2
Pool_1292_AD010,Mus_musculus,Deep,0.7637,0.02491,6.39,Excitatory,mL6-2
Pool_1293_AD002,Mus_musculus,Superficial,0.72963,0.01686,5.84,Inhibitory,mNdnf-2
Pool_1293_AD006,Mus_musculus,Superficial,0.73924,0.01738,7.99,Excitatory,mL4
Pool_1293_AD008,Mus_musculus,Deep,0.74435,0.02709,6.76,Excitatory,mL5-1
Pool_1293_AD010,Mus_musculus,Deep,0.74443,0.02079,5.77,Excitatory,mL6-2
Pool_1294_AD002,Mus_musculus,Superficial,0.73841,0.02664,5.78,Excitatory,mDL-2
Pool_1294_AD006,Mus_musculus,Superficial,0.73907,0.01794,7.26,Inhibitory,mNdnf-2
Pool_1294_AD008,Mus_musculus,Deep,0.739,0.02503,5.73,Excitatory,mL6-2
Pool_1294_AD010,Mus_musculus,Deep,0.77477,0.02624,6.87,Excitatory,mL6-2
Pool_1295_AD002,Mus_musculus,Superficial,0.73311,0.01764,4.48,Excitatory,mL4
Pool_1295_AD006,Mus_musculus,Superficial,0.76473,0.02547,6.83,Inhibitory,mVip
Pool_1295_AD008,Mus_musculus,Deep,0.75203,0.02408,6.14,Excitatory,mL6-2
Pool_1295_AD010,Mus_musculus,Deep,0.76382,0.03032,6.33,Excitatory,mDL-2
Pool_1296_AD002,Mus_musculus,Superficial,0.71536,0.01744,5.95,Inhibitory,mNdnf-2
Pool_1296_AD006,Mus_musculus,Superficial,0.76431,0.03,7.31,Excitatory,mL5-1
Pool_1296_AD008,Mus_musculus,Deep,0.77279,0.02788,5.95,Excitatory,mL6-2
Pool_1296_AD010,Mus_musculus,Deep,0.75096,0.02422,6.14,Excitatory,mDL-1
Pool_12_AD002,Mus_musculus,Superficial,0.727,0.02162,4.23,Excitatory,mL2/3
Pool_12_AD006,Mus_musculus,Superficial,0.73439,0.02561,4.73,Excitatory,mL2/3
Pool_130_AD002,Mus_musculus,Superficial,0.73532,0.02842,3.59,Excitatory,mL5-1
Pool_130_AD006,Mus_musculus,Superficial,0.72952,0.02405,6.02,Excitatory,mL5-1
Pool_131_AD002,Mus_musculus,Superficial,0.73505,0.02027,4.96,Excitatory,mL4
Pool_131_AD006,Mus_musculus,Superficial,0.73952,0.0223,6.57,Excitatory,mL2/3
Pool_132_AD002,Mus_musculus,Superficial,0.78948,0.02545,4.02,Inhibitory,mSst-1
Pool_132_AD006,Mus_musculus,Superficial,0.74381,0.02537,6.53,Excitatory,mL5-1
Pool_133_AD002,Mus_musculus,Superficial,0.73586,0.01856,5.56,Excitatory,mL4
Pool_133_AD006,Mus_musculus,Superficial,0.73102,0.02201,5.42,Excitatory,mL2/3
Pool_134_AD002,Mus_musculus,Superficial,0.75487,0.02504,5.27,Excitatory,mL5-1
Pool_134_AD006,Mus_musculus,Superficial,0.74336,0.02242,5.83,Excitatory,mL2/3
Pool_135_AD002,Mus_musculus,Superficial,0.73015,0.02057,4.07,Excitatory,mL2/3
Pool_135_AD006,Mus_musculus,Superficial,0.74252,0.0201,4.51,Excitatory,mL4
Pool_136_AD002,Mus_musculus,Superficial,0.74443,0.0221,4.9,Excitatory,mL2/3
Pool_136_AD006,Mus_musculus,Superficial,0.76016,0.02283,6.82,Excitatory,mL5-1
Pool_137_AD006,Mus_musculus,Superficial,0.73735,0.02097,6.22,Excitatory,mL2/3
Pool_138_AD002,Mus_musculus,Superficial,0.72131,0.02265,3.15,Excitatory,mL2/3
Pool_139_AD002,Mus_musculus,Superficial,0.7344,0.02372,3.99,Excitatory,mL5-1
Pool_139_AD006,Mus_musculus,Superficial,0.73618,0.02094,7.03,Excitatory,mL2/3
Pool_13_AD002,Mus_musculus,Superficial,0.72634,0.02701,4.87,Excitatory,mL4
Pool_13_AD006,Mus_musculus,Superficial,0.73024,0.02408,6.06,Excitatory,mL2/3
Pool_140_AD002,Mus_musculus,Superficial,0.7643,0.02727,3.78,Excitatory,mL5-1
Pool_140_AD006,Mus_musculus,Superficial,0.75409,0.02084,5.18,Excitatory,mL2/3
Pool_141_AD002,Mus_musculus,Superficial,0.72948,0.01735,3.43,Inhibitory,mNdnf-1
Pool_141_AD006,Mus_musculus,Superficial,0.73037,0.01745,5.9,Inhibitory,mNdnf-2
Pool_142_AD002,Mus_musculus,Superficial,0.75366,0.02043,2.86,Excitatory,mL2/3
Pool_142_AD006,Mus_musculus,Superficial,0.71768,0.02574,4.27,Excitatory,mL2/3
Pool_143_AD002,Mus_musculus,Superficial,0.72687,0.02157,1.86,Excitatory,mL2/3
Pool_143_AD006,Mus_musculus,Superficial,0.73018,0.01126,9.88,Inhibitory,mNdnf-2
Pool_144_AD002,Mus_musculus,Superficial,0.73699,0.01813,3.55,Excitatory,mL4
Pool_144_AD006,Mus_musculus,Superficial,0.75997,0.01986,4.74,Excitatory,mL2/3
Pool_145_AD002,Mus_musculus,Superficial,0.7193,0.02135,2.21,Excitatory,mL2/3
Pool_145_AD006,Mus_musculus,Superficial,0.73174,0.02324,7.97,Excitatory,mL2/3
Pool_146_AD002,Mus_musculus,Superficial,0.71073,0.01589,3.14,Excitatory,mL4
Pool_146_AD006,Mus_musculus,Superficial,0.75164,0.01981,5.47,Excitatory,mL4
Pool_147_AD002,Mus_musculus,Superficial,0.74418,0.02166,3.89,Excitatory,mL2/3
Pool_1489_AD006,Mus_musculus,Middle,0.71899,0.01954,1.62,Excitatory,mL4
Pool_1489_AD010,Mus_musculus,Middle,0.77568,0.02673,1.93,Excitatory,mL6-1
Pool_148_AD006,Mus_musculus,Superficial,0.73363,0.02568,6.22,Excitatory,mL2/3
Pool_1490_AD006,Mus_musculus,Middle,0.73635,0.03568,2.12,Excitatory,mL5-2
Pool_1490_AD008,Mus_musculus,Middle,0.72788,0.0271,2.02,Excitatory,mL5-1
Pool_1490_AD010,Mus_musculus,Middle,0.7312,0.02518,2.21,Excitatory,mL6-2
Pool_1492_AD008,Mus_musculus,Middle,0.74574,0.02408,1.55,Excitatory,mL6-2
Pool_1492_AD010,Mus_musculus,Middle,0.72513,0.02828,1.59,Excitatory,mDL-2
Pool_1493_AD002,Mus_musculus,Middle,0.73692,0.0251,1.96,Excitatory,mL4
Pool_1493_AD006,Mus_musculus,Middle,0.75179,0.03575,2.67,Excitatory,mL5-2
Pool_1493_AD008,Mus_musculus,Middle,0.76059,0.03467,2.93,Inhibitory,mPv
Pool_1493_AD010,Mus_musculus,Middle,0.77195,0.03606,2.91,Excitatory,mL6-2
Pool_1494_AD006,Mus_musculus,Middle,0.75374,0.02515,1.98,Excitatory,mL6-2
Pool_1494_AD008,Mus_musculus,Middle,0.7199,0.02302,1.65,Excitatory,mL2/3
Pool_1494_AD010,Mus_musculus,Middle,0.75745,0.03109,2.02,Excitatory,mDL-2
Pool_1495_AD008,Mus_musculus,Middle,0.72167,0.02024,1.77,Excitatory,mL4
Pool_1495_AD010,Mus_musculus,Middle,0.72756,0.03477,1.59,Excitatory,mL5-2
Pool_1496_AD006,Mus_musculus,Middle,0.72916,0.02238,2.02,Excitatory,mL4
Pool_1496_AD008,Mus_musculus,Middle,0.7293,0.02436,2.24,Excitatory,mL2/3
Pool_1496_AD010,Mus_musculus,Middle,0.72624,0.02038,1.71,Excitatory,mL6-2
Pool_1497_AD006,Mus_musculus,Middle,0.76748,0.03783,1.61,Inhibitory,mPv
Pool_1497_AD008,Mus_musculus,Middle,0.76494,0.03355,1.76,Inhibitory,mPv
Pool_1498_AD002,Mus_musculus,Middle,0.76565,0.03671,1.64,Inhibitory,mSst-2
Pool_1498_AD006,Mus_musculus,Middle,0.73074,0.02229,3.07,Excitatory,mL4
Pool_1498_AD008,Mus_musculus,Middle,0.75059,0.02677,3.21,Excitatory,mL6-2
Pool_1498_AD010,Mus_musculus,Middle,0.72956,0.02512,3.22,Excitatory,mDL-1
Pool_1499_AD006,Mus_musculus,Middle,0.75473,0.03144,1.63,Excitatory,mL5-1
Pool_1499_AD008,Mus_musculus,Middle,0.74756,0.02555,1.97,Excitatory,mL6-2
Pool_1499_AD010,Mus_musculus,Middle,0.71705,0.02407,2.01,Excitatory,mL5-1
Pool_149_AD002,Mus_musculus,Superficial,0.71118,0.02234,4.53,Excitatory,mL2/3
Pool_149_AD006,Mus_musculus,Superficial,0.75276,0.02252,5.93,Excitatory,mL4
Pool_14_AD002,Mus_musculus,Superficial,0.71902,0.01762,4.23,Excitatory,mL4
Pool_14_AD006,Mus_musculus,Superficial,0.72679,0.02173,5.61,Excitatory,mL2/3
Pool_1500_AD002,Mus_musculus,Middle,0.75091,0.02984,1.63,Excitatory,mL5-2
Pool_1500_AD006,Mus_musculus,Middle,0.73134,0.02718,2.07,Excitatory,mL5-2
Pool_1500_AD008,Mus_musculus,Middle,0.74446,0.02458,2.49,Excitatory,mL5-1
Pool_1500_AD010,Mus_musculus,Middle,0.7386,0.02598,2.3,Excitatory,mDL-2
Pool_1501_AD002,Mus_musculus,Middle,0.72093,0.02602,2.75,Excitatory,mDL-2
Pool_1501_AD006,Mus_musculus,Middle,0.75787,0.02756,4.5,Excitatory,mDL-1
Pool_1501_AD008,Mus_musculus,Middle,0.73698,0.03323,4.46,Excitatory,mL5-2
Pool_1501_AD010,Mus_musculus,Middle,0.77361,0.03539,4.47,Inhibitory,mSst-1
Pool_1502_AD002,Mus_musculus,Middle,0.72825,0.02503,1.95,Excitatory,mDL-2
Pool_1502_AD006,Mus_musculus,Middle,0.72528,0.02266,3.04,Excitatory,mL5-1
Pool_1502_AD008,Mus_musculus,Middle,0.72359,0.02362,3.29,Excitatory,mL5-1
Pool_1502_AD010,Mus_musculus,Middle,0.74258,0.02996,3.53,Excitatory,mL5-1
Pool_1503_AD002,Mus_musculus,Middle,0.7315,0.02583,2.04,Excitatory,mL6-2
Pool_1503_AD006,Mus_musculus,Middle,0.7281,0.02148,2.99,Excitatory,mL4
Pool_1503_AD008,Mus_musculus,Middle,0.76505,0.02952,3.47,Excitatory,mL6-2
Pool_1503_AD010,Mus_musculus,Middle,0.7391,0.02937,3.19,Excitatory,mL5-1
Pool_1504_AD002,Mus_musculus,Middle,0.71803,0.02239,2.94,Excitatory,mL4
Pool_1504_AD006,Mus_musculus,Middle,0.72919,0.02207,4.41,Excitatory,mL4
Pool_1504_AD008,Mus_musculus,Middle,0.739,0.02827,4.88,Excitatory,mL6-2
Pool_1504_AD010,Mus_musculus,Middle,0.76744,0.02408,4.72,Inhibitory,mSst-1
Pool_1506_AD002,Mus_musculus,Middle,0.76886,0.02891,2.54,Excitatory,mL6-1
Pool_1506_AD006,Mus_musculus,Middle,0.73877,0.02585,3.11,Excitatory,mDL-2
Pool_1506_AD008,Mus_musculus,Middle,0.76354,0.03605,3.33,Inhibitory,mSst-1
Pool_1506_AD010,Mus_musculus,Middle,0.67064,0.02178,1.52,Excitatory,mDL-2
Pool_1508_AD002,Mus_musculus,Middle,0.70233,0.02072,2.25,Excitatory,mL4
Pool_1508_AD006,Mus_musculus,Middle,0.72663,0.021,2.83,Excitatory,mL6-2
Pool_1508_AD008,Mus_musculus,Middle,0.75773,0.03509,3.08,Inhibitory,mPv
Pool_1508_AD010,Mus_musculus,Middle,0.71942,0.02546,2.67,Excitatory,mL5-1
Pool_1509_AD002,Mus_musculus,Middle,0.71696,0.02404,4.24,Excitatory,mL5-1
Pool_1509_AD006,Mus_musculus,Middle,0.73249,0.0199,5.31,Excitatory,mL4
Pool_1509_AD010,Mus_musculus,Middle,0.75283,0.02832,5.45,Excitatory,mL6-2
Pool_150_AD002,Mus_musculus,Superficial,0.772,0.02706,3.76,Inhibitory,mPv
Pool_150_AD006,Mus_musculus,Superficial,0.78086,0.03078,6.81,Inhibitory,mPv
Pool_1510_AD006,Mus_musculus,Middle,0.73183,0.02139,1.66,Excitatory,mL4
Pool_1510_AD008,Mus_musculus,Middle,0.73588,0.02605,1.78,Excitatory,mDL-2
Pool_1511_AD002,Mus_musculus,Middle,0.75951,0.03619,1.73,Inhibitory,mPv
Pool_1511_AD006,Mus_musculus,Middle,0.73772,0.03317,2.27,Excitatory,mL5-2
Pool_1511_AD008,Mus_musculus,Middle,0.74066,0.02515,2.6,Excitatory,mL5-1
Pool_1511_AD010,Mus_musculus,Middle,0.70447,0.01796,2.72,Excitatory,mL4
Pool_1512_AD002,Mus_musculus,Middle,0.7373,0.02404,2.02,Excitatory,mL5-1
Pool_1512_AD006,Mus_musculus,Middle,0.73501,0.02706,2.79,Excitatory,mDL-1
Pool_1512_AD008,Mus_musculus,Middle,0.74619,0.03435,2.87,Inhibitory,mPv
Pool_1512_AD010,Mus_musculus,Middle,0.77038,0.02658,2.73,Excitatory,mL6-1
Pool_1514_AD006,Mus_musculus,Middle,0.74948,0.02552,1.58,Excitatory,mL4
Pool_1514_AD008,Mus_musculus,Middle,0.71688,0.02214,1.68,Excitatory,mL4
Pool_1517_AD006,Mus_musculus,Middle,0.73165,0.01959,2.44,Excitatory,mL4
Pool_1517_AD008,Mus_musculus,Middle,0.73783,0.02645,2.63,Excitatory,mDL-2
Pool_1517_AD010,Mus_musculus,Middle,0.71139,0.02104,2.48,Excitatory,mL4
Pool_1518_AD006,Mus_musculus,Middle,0.75249,0.0193,1.76,Inhibitory,mVip
Pool_1519_AD008,Mus_musculus,Middle,0.72069,0.01797,1.55,Excitatory,mL4
Pool_151_AD002,Mus_musculus,Superficial,0.72899,0.02023,4.49,Excitatory,mL2/3
Pool_151_AD006,Mus_musculus,Superficial,0.73135,0.02206,5.83,Excitatory,mL2/3
Pool_1521_AD006,Mus_musculus,Middle,0.75081,0.03014,2.43,Excitatory,mL5-1
Pool_1521_AD008,Mus_musculus,Middle,0.708,0.02174,3.01,Excitatory,mL2/3
Pool_1521_AD010,Mus_musculus,Middle,0.71988,0.02666,2.12,Excitatory,mDL-1
Pool_1522_AD002,Mus_musculus,Middle,0.71007,0.02278,1.78,Excitatory,mL4
Pool_1522_AD006,Mus_musculus,Middle,0.72383,0.03017,2.87,Excitatory,mL5-2
Pool_1522_AD008,Mus_musculus,Middle,0.74287,0.02571,3.21,Excitatory,mDL-1
Pool_1522_AD010,Mus_musculus,Middle,0.71995,0.02142,2.94,Excitatory,mL6-2
Pool_1523_AD006,Mus_musculus,Middle,0.73502,0.02099,2.17,Excitatory,mL4
Pool_1523_AD008,Mus_musculus,Middle,0.74574,0.02859,2.19,Excitatory,mDL-1
Pool_1523_AD010,Mus_musculus,Middle,0.74094,0.03076,2.05,Excitatory,mL5-1
Pool_1524_AD002,Mus_musculus,Middle,0.71842,0.02295,1.81,Excitatory,mL4
Pool_1524_AD006,Mus_musculus,Middle,0.76992,0.03125,2.95,Excitatory,mL6-2
Pool_1524_AD008,Mus_musculus,Middle,0.74097,0.02656,3.27,Excitatory,mL5-1
Pool_1524_AD010,Mus_musculus,Middle,0.72219,0.02335,2.5,Excitatory,mDL-1
Pool_1525_AD002,Mus_musculus,Middle,0.72161,0.0342,3.22,Excitatory,mL5-2
Pool_1525_AD006,Mus_musculus,Middle,0.70743,0.01659,5.03,Excitatory,mL4
Pool_1525_AD008,Mus_musculus,Middle,0.74913,0.03044,5.35,Excitatory,mL2/3
Pool_1525_AD010,Mus_musculus,Middle,0.73237,0.02354,5.33,Excitatory,mL6-2
Pool_1526_AD002,Mus_musculus,Middle,0.73334,0.02144,5.23,Excitatory,mDL-2
Pool_1526_AD006,Mus_musculus,Middle,0.71392,0.01762,6.66,Excitatory,mL4
Pool_1526_AD008,Mus_musculus,Middle,0.75,0.02682,8.09,Excitatory,mL5-1
Pool_1526_AD010,Mus_musculus,Middle,0.75211,0.02395,6.13,Excitatory,mL6-2
Pool_1527_AD002,Mus_musculus,Middle,0.70983,0.01958,2.26,Excitatory,mL4
Pool_1527_AD006,Mus_musculus,Middle,0.75179,0.02935,3.11,Excitatory,mL5-2
Pool_1527_AD008,Mus_musculus,Middle,0.77912,0.04111,3.84,Inhibitory,mSst-1
Pool_1527_AD010,Mus_musculus,Middle,0.73209,0.02107,2.89,Inhibitory,mNdnf-2
Pool_1528_AD002,Mus_musculus,Middle,0.70876,0.02011,2.24,Excitatory,mL4
Pool_1528_AD006,Mus_musculus,Middle,0.72181,0.02327,2.96,Excitatory,mL4
Pool_1528_AD008,Mus_musculus,Middle,0.7665,0.03332,4.27,Inhibitory,mSst-1
Pool_1528_AD010,Mus_musculus,Middle,0.72503,0.02856,3.11,Excitatory,mDL-2
Pool_152_AD002,Mus_musculus,Superficial,0.71563,0.02282,4.54,Excitatory,mL2/3
Pool_152_AD006,Mus_musculus,Superficial,0.72948,0.02219,6.58,Excitatory,mL2/3
Pool_1530_AD006,Mus_musculus,Middle,0.73988,0.02362,1.61,Excitatory,mL4
Pool_1530_AD008,Mus_musculus,Middle,0.73411,0.02616,1.95,Excitatory,mDL-2
Pool_1530_AD010,Mus_musculus,Middle,0.70496,0.01906,1.61,Excitatory,mL4
Pool_1532_AD006,Mus_musculus,Middle,0.77951,0.03206,1.64,Inhibitory,mVip
Pool_1532_AD008,Mus_musculus,Middle,0.75981,0.02346,1.95,Excitatory,mL6-1
Pool_1532_AD010,Mus_musculus,Middle,0.73544,0.02424,1.74,Excitatory,mDL-2
Pool_1533_AD002,Mus_musculus,Middle,0.76139,0.02646,2.32,Inhibitory,mSst-1
Pool_1533_AD006,Mus_musculus,Middle,0.73893,0.03105,3.18,Excitatory,mL5-2
Pool_1533_AD008,Mus_musculus,Middle,0.71284,0.01912,3.33,Excitatory,mL4
Pool_1533_AD010,Mus_musculus,Middle,0.7562,0.02736,3.84,Excitatory,mL6-2
Pool_1535_AD008,Mus_musculus,Middle,0.75703,0.0268,2.11,Excitatory,mL6-2
Pool_1535_AD010,Mus_musculus,Middle,0.73889,0.03175,1.97,Excitatory,mL5-1
Pool_1536_AD006,Mus_musculus,Middle,0.75659,0.03232,1.98,Excitatory,mL5-1
Pool_1536_AD008,Mus_musculus,Middle,0.75293,0.03353,2.68,Inhibitory,mPv
Pool_1536_AD010,Mus_musculus,Middle,0.7727,0.03184,2.7,Inhibitory,mVip
Pool_1538_AD006,Mus_musculus,Middle,0.74609,0.02864,1.59,Excitatory,mL5-1
Pool_1538_AD008,Mus_musculus,Middle,0.70495,0.0203,1.59,Excitatory,mL4
Pool_1538_AD010,Mus_musculus,Middle,0.72311,0.0305,1.61,Excitatory,mDL-2
Pool_153_AD002,Mus_musculus,Superficial,0.74544,0.02448,3.31,Excitatory,mL2/3
Pool_153_AD006,Mus_musculus,Superficial,0.79373,0.02921,4.78,Excitatory,mL5-2
Pool_1540_AD006,Mus_musculus,Middle,0.73984,0.02351,2.1,Excitatory,mDL-1
Pool_1540_AD008,Mus_musculus,Middle,0.73194,0.02441,2.06,Excitatory,mDL-2
Pool_1540_AD010,Mus_musculus,Middle,0.75318,0.03103,1.69,Inhibitory,mPv
Pool_1541_AD006,Mus_musculus,Middle,0.71461,0.0173,3.83,Excitatory,mL4
Pool_1541_AD008,Mus_musculus,Middle,0.77851,0.02766,4.13,Excitatory,mL6-1
Pool_1541_AD010,Mus_musculus,Middle,0.74726,0.02726,3.88,Excitatory,mL2/3
Pool_1542_AD006,Mus_musculus,Middle,0.74636,0.02474,1.81,Excitatory,mL6-2
Pool_1542_AD008,Mus_musculus,Middle,0.70551,0.02004,2.19,Excitatory,mL4
Pool_1542_AD010,Mus_musculus,Middle,0.7049,0.02297,1.94,Inhibitory,mNdnf-2
Pool_1543_AD006,Mus_musculus,Middle,0.74178,0.03611,2.07,Excitatory,mL5-2
Pool_1543_AD008,Mus_musculus,Middle,0.75377,0.02883,2.41,Excitatory,mL5-1
Pool_1543_AD010,Mus_musculus,Middle,0.74343,0.02423,2.21,Excitatory,mL4
Pool_1544_AD002,Mus_musculus,Middle,0.74336,0.02508,1.89,Excitatory,mL4
Pool_1544_AD006,Mus_musculus,Middle,0.73439,0.02617,1.91,Excitatory,mDL-2
Pool_1544_AD008,Mus_musculus,Middle,0.7364,0.02242,2.42,Excitatory,mL6-2
Pool_1544_AD010,Mus_musculus,Middle,0.71585,0.02177,2.54,Excitatory,mL6-2
Pool_1546_AD006,Mus_musculus,Middle,0.76996,0.03615,1.73,Inhibitory,mPv
Pool_1546_AD008,Mus_musculus,Middle,0.74342,0.02399,1.74,Excitatory,mL5-1
Pool_1546_AD010,Mus_musculus,Middle,0.71372,0.02209,1.59,Inhibitory,mNdnf-2
Pool_1549_AD002,Mus_musculus,Middle,0.72288,0.02346,1.68,Excitatory,mL6-2
Pool_1549_AD006,Mus_musculus,Middle,0.7261,0.01851,2.49,Inhibitory,mNdnf-2
Pool_1549_AD008,Mus_musculus,Middle,0.71516,0.02002,2.53,Excitatory,mL4
Pool_1549_AD010,Mus_musculus,Middle,0.7415,0.02621,2.39,Inhibitory,mNdnf-2
Pool_154_AD002,Mus_musculus,Superficial,0.76887,0.02822,3.02,Excitatory,mL5-1
Pool_154_AD006,Mus_musculus,Superficial,0.73396,0.02222,4.54,Excitatory,mL2/3
Pool_1552_AD006,Mus_musculus,Middle,0.77481,0.03387,1.68,Inhibitory,mSst-1
Pool_1552_AD008,Mus_musculus,Middle,0.75543,0.03134,1.87,Inhibitory,mPv
Pool_1552_AD010,Mus_musculus,Middle,0.73072,0.02626,1.67,Excitatory,mDL-2
Pool_1553_AD008,Mus_musculus,Middle,0.69886,0.01632,2.84,Excitatory,mDL-3
Pool_1554_AD002,Mus_musculus,Middle,0.76326,0.03401,1.64,Inhibitory,mPv
Pool_1554_AD006,Mus_musculus,Middle,0.74147,0.02623,2.54,Excitatory,mL5-1
Pool_1554_AD008,Mus_musculus,Middle,0.70815,0.01672,2.85,Excitatory,mL4
Pool_1556_AD002,Mus_musculus,Middle,0.75342,0.02805,2.69,Excitatory,mL6-2
Pool_1556_AD006,Mus_musculus,Middle,0.7146,0.01812,3.49,Excitatory,mL4
Pool_1556_AD008,Mus_musculus,Middle,0.7292,0.02527,3.96,Excitatory,mDL-1
Pool_1556_AD010,Mus_musculus,Middle,0.76176,0.03234,3.27,Excitatory,mL6-2
Pool_1557_AD002,Mus_musculus,Middle,0.71971,0.02513,2.86,Excitatory,mL2/3
Pool_1557_AD006,Mus_musculus,Middle,0.72379,0.02543,3.87,Excitatory,mL2/3
Pool_1557_AD008,Mus_musculus,Middle,0.75109,0.02672,4.69,Excitatory,mL6-2
Pool_1557_AD010,Mus_musculus,Middle,0.76632,0.03307,4.36,Excitatory,mL6-2
Pool_1558_AD002,Mus_musculus,Middle,0.76202,0.0283,3.79,Excitatory,mL6-1
Pool_1558_AD006,Mus_musculus,Middle,0.74524,0.02542,2.76,Excitatory,mL6-2
Pool_1558_AD008,Mus_musculus,Middle,0.76893,0.04123,3.32,Inhibitory,mPv
Pool_1558_AD010,Mus_musculus,Middle,0.72103,0.02176,2.12,Excitatory,mL4
Pool_1559_AD002,Mus_musculus,Middle,0.71385,0.0206,2.03,Excitatory,mL4
Pool_1559_AD006,Mus_musculus,Middle,0.74433,0.02413,2.74,Excitatory,mL5-1
Pool_1559_AD008,Mus_musculus,Middle,0.75356,0.02268,3.11,Excitatory,mL6-2
Pool_1559_AD010,Mus_musculus,Middle,0.71103,0.02469,3.22,Excitatory,mL5-1
Pool_155_AD006,Mus_musculus,Superficial,0.73613,0.01912,5.44,Excitatory,mL2/3
Pool_1560_AD002,Mus_musculus,Middle,0.72608,0.03251,1.95,Excitatory,mL5-2
Pool_1560_AD006,Mus_musculus,Middle,0.71565,0.02755,2.58,Excitatory,mL5-1
Pool_1560_AD008,Mus_musculus,Middle,0.72587,0.02523,3.57,Excitatory,mDL-1
Pool_1560_AD010,Mus_musculus,Middle,0.71672,0.0195,2.78,Excitatory,mL6-2
Pool_1561_AD006,Mus_musculus,Middle,0.75764,0.02723,2.7,Inhibitory,mPv
Pool_1561_AD008,Mus_musculus,Middle,0.76995,0.0349,2.62,Inhibitory,mPv
Pool_1561_AD010,Mus_musculus,Middle,0.70475,0.02574,1.96,Excitatory,mL5-1
Pool_1562_AD002,Mus_musculus,Middle,0.73667,0.02714,2.11,Excitatory,mL6-2
Pool_1562_AD006,Mus_musculus,Middle,0.76311,0.02753,2.98,Excitatory,mL5-2
Pool_1562_AD008,Mus_musculus,Middle,0.75283,0.03331,2.87,Inhibitory,mPv
Pool_1562_AD010,Mus_musculus,Middle,0.70517,0.01746,2.31,Excitatory,mL4
Pool_1563_AD008,Mus_musculus,Middle,0.78611,0.03746,2.55,Inhibitory,mSst-2
Pool_1563_AD010,Mus_musculus,Middle,0.71091,0.02482,1.97,Excitatory,mL2/3
Pool_1564_AD002,Mus_musculus,Middle,0.71091,0.01991,1.75,Excitatory,mL4
Pool_1564_AD008,Mus_musculus,Middle,0.78071,0.02715,2.8,Excitatory,mL6-1
Pool_1564_AD010,Mus_musculus,Middle,0.72148,0.03464,2.38,Excitatory,mL5-2
Pool_1565_AD002,Mus_musculus,Middle,0.7472,0.02929,3.85,Excitatory,mL5-1
Pool_1565_AD006,Mus_musculus,Middle,0.76798,0.03861,5.75,Inhibitory,mPv
Pool_1565_AD008,Mus_musculus,Middle,0.77273,0.03331,6.11,Inhibitory,mPv
Pool_1565_AD010,Mus_musculus,Middle,0.72879,0.02323,5.19,Excitatory,mL4
Pool_1566_AD002,Mus_musculus,Middle,0.72795,0.03216,2.5,Excitatory,mL5-2
Pool_1566_AD006,Mus_musculus,Middle,0.75471,0.02761,4.36,Excitatory,mL5-1
Pool_1566_AD008,Mus_musculus,Middle,0.72308,0.02434,4.81,Excitatory,mL5-1
Pool_1566_AD010,Mus_musculus,Middle,0.75226,0.03542,4.63,Excitatory,mL5-1
Pool_1567_AD002,Mus_musculus,Middle,0.74451,0.0204,2.56,Excitatory,mL2/3
Pool_1567_AD006,Mus_musculus,Middle,0.71233,0.01878,4.15,Excitatory,mL4
Pool_1567_AD008,Mus_musculus,Middle,0.73786,0.02489,4.9,Excitatory,mL4
Pool_1567_AD010,Mus_musculus,Middle,0.74533,0.02508,4.15,Excitatory,mL5-1
Pool_1568_AD002,Mus_musculus,Middle,0.73261,0.02532,3.24,Excitatory,mDL-2
Pool_1568_AD006,Mus_musculus,Middle,0.76963,0.03704,3.86,Inhibitory,mPv
Pool_1568_AD008,Mus_musculus,Middle,0.73855,0.02622,4.47,Excitatory,mL5-1
Pool_1568_AD010,Mus_musculus,Middle,0.75308,0.02523,4.38,Excitatory,mL6-2
Pool_1569_AD006,Mus_musculus,Middle,0.73638,0.03469,1.75,Excitatory,mL5-2
Pool_1569_AD008,Mus_musculus,Middle,0.76,0.04016,1.62,Inhibitory,mSst-1
Pool_156_AD002,Mus_musculus,Superficial,0.74796,0.02402,3.83,Excitatory,mL4
Pool_156_AD006,Mus_musculus,Superficial,0.74981,0.02005,5.15,Excitatory,mL4
Pool_1570_AD006,Mus_musculus,Middle,0.72625,0.02291,2.39,Excitatory,mL4
Pool_1570_AD008,Mus_musculus,Middle,0.75783,0.02762,2.43,Excitatory,mL2/3
Pool_1570_AD010,Mus_musculus,Middle,0.70771,0.0265,1.93,Excitatory,mL5-1
Pool_1572_AD002,Mus_musculus,Middle,0.73252,0.02268,1.76,Excitatory,mL6-2
Pool_1572_AD006,Mus_musculus,Middle,0.74388,0.02459,2.35,Excitatory,mDL-1
Pool_1572_AD008,Mus_musculus,Middle,0.76775,0.04169,2.16,Inhibitory,mSst-1
Pool_1572_AD010,Mus_musculus,Middle,0.71557,0.0201,2.16,Excitatory,mL4
